cell,x_left_cm,x_right_cm,dx_cm,flux_g1,flux_g2,flux_g3,flux_g4,flux_g5,flux_g6,flux_g7,sigTR_g1,sigTR_g2,sigTR_g3,sigTR_g4,sigTR_g5,sigTR_g6,sigTR_g7,Rrem_g1,Rrem_g2,Rrem_g3,Rrem_g4,Rrem_g5,Rrem_g6,Rrem_g7
39,3.9637256392217632,4.0696014478029108,0.10587580858114758,0.19588302028041060,0.54281824967554204,0.20665962360273973,0.54943493336628152E-1,0.23273289424924636E-1,0.77598245574299696E-2,0.37530908517182117E-2,0.15920599999999999,0.41297000000000000,0.59031000000000000,0.58435000000000004,0.71799999999999997,1.2544500000000001,2.6503800000000002,0.11472832308400001,0.13063568909999995,0.24505389999999996,0.49332160000000003,0.57886203700000005,0.55453670000000010,0.16967900000000000
40,4.0696014478029108,4.1732715124262123,0.10367006462330143,0.19600604125254148,0.54386023032591169,0.20604231877926502,0.54296290496600043E-1,0.22823575068891523E-1,0.70796282765179077E-2,0.32178621977823041E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
41,4.1732715124262123,4.2769415770495138,0.10367006462330143,0.19608783150958861,0.54459381583413813,0.20559636729684311,0.53780595543651728E-1,0.22532955921320888E-1,0.66456924014893174E-2,0.30052373642186197E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
42,4.2769415770495138,4.3806116416728154,0.10367006462330143,0.19612383325407901,0.54513933765188249,0.20526420652337468,0.53400091124101323E-1,0.22316599234028265E-1,0.63382382517233812E-2,0.28548020798296429E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
43,4.3806116416728154,4.4842817062961169,0.10367006462330143,0.19611597770341929,0.54549929059556335,0.20504561747028724,0.53153766674548686E-1,0.22173789432150207E-1,0.61512114012258166E-2,0.27634337118200491E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
44,4.4842817062961169,4.5879517709194184,0.10367006462330143,0.19606544126137257,0.54567522154358505,0.20494045587030932,0.53040968175854332E-1,0.22104053146397178E-1,0.60809316474354988E-2,0.27292358086720889E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
45,4.5879517709194184,4.6916218355427199,0.10367006462330143,0.19597266705270844,0.54566775628788755,0.20494865207948151,0.53061396395909344E-1,0.22107157748274528E-1,0.61260200380686743E-2,0.27514986606515558E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
46,4.6916218355427199,4.7952919001660215,0.10367006462330143,0.19583737302016793,0.54547660963238409,0.20507021102951811,0.53215106085886033E-1,0.22183110611642718E-1,0.62873715420086254E-2,0.28306845410000447E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
47,4.7952919001660215,4.8989619647893230,0.10367006462330143,0.19565854674420341,0.54510057893886510,0.20530521223046833,0.53502506127805396E-1,0.22332159099149859E-1,0.65681728218310855E-2,0.29684373203849256E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
48,4.8989619647893230,5.0026320294126245,0.10367006462330143,0.19543442688132917,0.54453752099007890,0.20565380982369111,0.53924360633817982E-1,0.22554791272787037E-1,0.69739654608212071E-2,0.31676166548893574E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
