cell,x_cm,g1,g2,g3,g4,g5,g6,g7
116,12.129999905824658,0.28767034330170757E+20,0.80601976298557293E+20,0.29856195207593468E+20,0.76298477585602191E+19,0.31320117096297288E+19,0.85906408155714150E+18,0.38430946105346605E+18
117,12.234444350004193,0.28725593217332318E+20,0.80495304851928072E+20,0.29829552092036444E+20,0.76299622447581471E+19,0.31337394170613309E+19,0.86617452387688141E+18,0.38789884477001779E+18
118,12.338888794183728,0.28677509756578693E+20,0.80360934510534738E+20,0.29819626406811693E+20,0.76495119747346330E+19,0.31459388284243354E+19,0.88996858926092570E+18,0.39963246084834490E+18
119,12.443333238363262,0.28622625942558949E+20,0.80198693778554601E+20,0.29826415261029306E+20,0.76885509690462710E+19,0.31686508133659540E+19,0.93092298536557184E+18,0.41975759240287507E+18
120,12.547777682542797,0.28560670204395823E+20,0.80008268770370109E+20,0.29849926939533271E+20,0.77471858018167255E+19,0.32019513554035543E+19,0.98985780778475469E+18,0.44869831642262598E+18
121,12.653333236773804,0.28495130394194461E+20,0.79761528181582037E+20,0.29894297242885321E+20,0.78249686704927457E+19,0.32560393110758897E+19,0.10832202678090680E+19,0.52223910492432077E+18
122,12.759999901056286,0.28451234196957839E+20,0.79588460748627837E+20,0.29881211884871012E+20,0.78442807552663470E+19,0.32741462624922655E+19,0.11185197698640191E+19,0.55834423190718938E+18
123,12.866666565338765,0.28425076212895379E+20,0.79516486665248899E+20,0.29806943538384245E+20,0.78059800246404751E+19,0.32462486968720727E+19,0.10806747759745876E+19,0.52055707855087360E+18
124,12.972222119569773,0.28416109571680068E+20,0.79542588242878136E+20,0.29682828672862720E+20,0.77092681118450975E+19,0.31839859574273695E+19,0.98531826010346547E+18,0.44599816832936339E+18
125,13.076666563749308,0.28399190617970516E+20,0.79537260140436144E+20,0.29586877262207529E+20,0.76314608124260096E+19,0.31439746774295485E+19,0.92462859524495411E+18,0.41646902606274778E+18
126,13.181111007928843,0.28375251448617030E+20,0.79503960813087474E+20,0.29507514829325930E+20,0.75731047364835594E+19,0.31144692087773322E+19,0.88179872729186573E+18,0.39568602636871034E+18
127,13.285555452108378,0.28344575840052310E+20,0.79443074154577969E+20,0.29444692408103469E+20,0.75340439560447621E+19,0.30953711148586465E+19,0.85597238956471258E+18,0.38321143632788301E+18
128,13.389999896287913,0.28307335078986273E+20,0.79354843019471733E+20,0.29398372091511923E+20,0.75141745740622756E+19,0.30866167208670239E+19,0.84663356970476608E+18,0.37878256094478458E+18
129,13.494444340467448,0.28263591138289607E+20,0.79239373184113459E+20,0.29368527005924815E+20,0.75134444417690665E+19,0.30881769160586706E+19,0.85359612290021914E+18,0.38230620048561363E+18
130,13.598888784646983,0.28213297823922508E+20,0.79096634778234388E+20,0.29355141292994212E+20,0.75318530171851407E+19,0.31000570618069228E+19,0.87700002612250637E+18,0.39385668521866592E+18
131,13.703333228826517,0.28156299915859755E+20,0.78926461215881593E+20,0.29358210099074048E+20,0.75694513643902249E+19,0.31222970052857032E+19,0.91731419789667059E+18,0.41367744604777856E+18
132,13.807777673006052,0.28092330285395128E+20,0.78728545603640525E+20,0.29377739572184895E+20,0.76263422935606600E+19,0.31549711987201101E+19,0.97534594041278758E+18,0.44218615428017050E+18
133,13.913333227237061,0.28024989525849772E+20,0.78473876759352001E+20,0.29417428939481121E+20,0.77020893136257915E+19,0.32080970121401953E+19,0.10672929456795798E+19,0.51463674458261030E+18
134,14.019999891519539,0.27979105828450898E+20,0.78290372153078071E+20,0.29400250858734621E+20,0.77203237701831690E+19,0.32258341253707407E+19,0.11020503737444908E+19,0.55020970493683002E+18
135,14.126666555802021,0.27950665990962315E+20,0.78206324985630867E+20,0.29322919402240037E+20,0.76818955918708541E+19,0.31983459370427868E+19,0.10647698046741347E+19,0.51299145038220902E+18
136,14.232222110033028,0.27938959608159777E+20,0.78220083137297269E+20,0.29196958782472864E+20,0.75860255960440105E+19,0.31370920090444063E+19,0.97085101352454464E+18,0.43954820124920115E+18
137,14.336666554212563,0.27919245850770588E+20,0.78204252640436240E+20,0.29099060866165072E+20,0.75087530444579195E+19,0.30977455633205996E+19,0.91108392389020736E+18,0.41046570085798931E+18
138,14.441110998392098,0.27892612932381585E+20,0.78160901748476527E+20,0.29017478982474838E+20,0.74506195333077955E+19,0.30687513868722468E+19,0.86891502469027610E+18,0.39000335226218778E+18
139,14.545555442571633,0.27859340362268467E+20,0.78090410478855012E+20,0.28952163023787545E+20,0.74114698516319171E+19,0.30500128225395420E+19,0.84350124938260877E+18,0.37773017605377427E+18
140,14.649999886751168,0.27819596807893971E+20,0.77993019880577171E+20,0.28903073758256501E+20,0.73911999797956803E+19,0.30414674707714109E+19,0.83433481428554061E+18,0.37338772039724723E+18
141,14.754444330930703,0.27773443220752060E+20,0.77868835932841361E+20,0.28870182803250164E+20,0.73897568065703875E+19,0.30430869961226214E+19,0.84123299735811763E+18,0.37688460793572250E+18
142,14.858888775110238,0.27720833962641506E+20,0.77717830950928318E+20,0.28853472606234272E+20,0.74071379850736271E+19,0.30548770380274770E+19,0.86433446122223181E+18,0.38829460904253178E+18
143,14.963333219289773,0.27661615954892194E+20,0.77539842527498076E+20,0.28852936433075114E+20,0.74433919271773860E+19,0.30768772256889646E+19,0.90410204633563469E+18,0.40785820072392576E+18
144,15.067777663469307,0.27595525833080283E+20,0.77334569987456205E+20,0.28868578363756216E+20,0.74986179363694510E+19,0.31091612970271995E+19,0.96133209058584768E+18,0.43598764416810432E+18
145,15.173333217700314,0.27526282237045236E+20,0.77072140202067083E+20,0.28903668706492482E+20,0.75723905642414940E+19,0.31616212193963136E+19,0.10519964717998124E+19,0.50746192246223546E+18
